,Name,Tweets,Dates,Compound Score,Positive Score,Negative Score,Neutral Score,Tweet Count
60,Fox News,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu,Mon Apr 09 09:16:10 +0000 2018,-0.128,0.117,0.147,0.736,61
61,Fox News,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu",Mon Apr 09 09:01:54 +0000 2018,-0.5423,0.0,0.163,0.837,62
62,Fox News,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6,Mon Apr 09 09:00:00 +0000 2018,-0.4019,0.087,0.229,0.684,63
63,Fox News,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x,Mon Apr 09 08:55:00 +0000 2018,-0.5423,0.0,0.259,0.741,64
64,Fox News,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN,Mon Apr 09 08:50:00 +0000 2018,-0.7003,0.0,0.326,0.674,65
65,Fox News,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19",Mon Apr 09 08:42:00 +0000 2018,-0.4404,0.0,0.172,0.828,66
66,Fox News,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror… https://t.co/OV0e9TAMSN",Mon Apr 09 08:40:19 +0000 2018,0.0,0.0,0.0,1.0,67
67,Fox News,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD,Mon Apr 09 08:37:00 +0000 2018,0.0,0.0,0.0,1.0,68
68,Fox News,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4,Mon Apr 09 08:32:40 +0000 2018,0.0,0.0,0.0,1.0,69
69,Fox News,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for A… https://t.co/Cos9MFoHLP",Mon Apr 09 08:32:00 +0000 2018,0.7783,0.343,0.0,0.657,70
70,Fox News,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/bcvwOCIhxd",Mon Apr 09 08:30:09 +0000 2018,-0.7506,0.0,0.314,0.686,71
71,Fox News,"National security analyst Ryan Mauro on Syrian chemical attack: ""I see no other option besides military action.""… https://t.co/mbBmTmeoQH",Mon Apr 09 08:22:21 +0000 2018,-0.4404,0.106,0.233,0.661,72
72,Fox News,States sending troops to Mexico border. https://t.co/Zep3xNOoPF,Mon Apr 09 08:21:00 +0000 2018,0.0,0.0,0.0,1.0,73
73,Fox News,".@TheRealJohnHCox: ""This criminal idea of the sanctuary state movement - the people are upset about this because it… https://t.co/EGULsWk376",Mon Apr 09 08:18:00 +0000 2018,-0.7184,0.0,0.273,0.727,74
74,Fox News,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5XGgS,Mon Apr 09 08:16:41 +0000 2018,-0.0747,0.128,0.145,0.727,75
75,Fox News,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/Zy0NMuT2el,Mon Apr 09 08:09:05 +0000 2018,-0.802,0.0,0.474,0.526,76
76,Fox News,The lava lake at the summit of Hawaii’s Kilauea Volcano bubbled and spat on the morning of April 4. The USGS Hawaii… https://t.co/edPWaWO7Fp,Mon Apr 09 08:06:02 +0000 2018,0.0,0.0,0.0,1.0,77
77,Fox News,".@SarahPalinUSA: ""This is unprecedented— all those elements of a perfect storm against the will of the people havin… https://t.co/50FsSD8zBl",Mon Apr 09 08:00:01 +0000 2018,0.5719,0.179,0.0,0.821,78
78,Fox News,"Arizona mom arrested after toddler ate THC-laced mac and cheese, cops say https://t.co/jQii3c6P4C https://t.co/K5C9IRUSRU",Mon Apr 09 07:55:00 +0000 2018,-0.4767,0.0,0.193,0.807,79
79,Fox News,"DOG OF ALL TRADES: Besides being a detection dog, Belle doubles as a fetch expert, showcasing advanced skill by sna… https://t.co/WEJxOK3WHA",Mon Apr 09 07:50:00 +0000 2018,0.25,0.1,0.0,0.9,80
80,Fox News,".@larry_kudlow: ""Look, [@POTUS is] great negotiator. He has a whole history of that. But in this process, tariffs h… https://t.co/ddr3vFEmn4",Mon Apr 09 07:49:00 +0000 2018,0.6249,0.186,0.0,0.814,81
81,Fox News,Kyle Busch gets first win at Texas NASCAR race https://t.co/PKCjX7kuUT,Mon Apr 09 07:45:00 +0000 2018,0.5859,0.297,0.0,0.703,82
82,Fox News,".@TomFitton: ""@TheJusticeDept was a mess under Loretta Lynch. This meeting was an indication or an example of the w… https://t.co/sM0FKs7CP4",Mon Apr 09 07:40:00 +0000 2018,-0.3612,0.0,0.122,0.878,83
83,Fox News,Syrian media report missile attack; US says it didn't fire https://t.co/kYjEZvRJjl,Mon Apr 09 07:35:00 +0000 2018,-0.2649,0.144,0.219,0.637,84
84,Fox News,".@SarahPalinUSA on ObamaCare: ""It's an atrocity."" https://t.co/gb39DWQdUU",Mon Apr 09 07:30:00 +0000 2018,0.0,0.0,0.0,1.0,85
85,Fox News,.@elonmusk posts picture of BFR's 'main body tool' to be used for interplanetary missions https://t.co/prcYknD0jT,Mon Apr 09 07:25:00 +0000 2018,0.0,0.0,0.0,1.0,86
86,Fox News,".@cvpayne: ""This last month we saw the second-lowest unemployment rate for black Americans in history."" https://t.co/MAmmH6WoBb",Mon Apr 09 07:20:00 +0000 2018,-0.4404,0.0,0.162,0.838,87
87,Fox News,.@POTUS and the economy. https://t.co/844HTnymWT,Mon Apr 09 07:15:00 +0000 2018,0.0,0.0,0.0,1.0,88
88,Fox News,".@SarahPalinUSA on running for governor: ""We had a lot of corruption going on in our state, and people wanted it cl… https://t.co/xmE8GHaXmL",Mon Apr 09 07:11:00 +0000 2018,0.0,0.0,0.0,1.0,89
89,Fox News,.@DevinNunes on the chemical attack in Syria: “I haven’t been briefed on this yet… but obviously it’s very troublin… https://t.co/s2M4bT3z2Z,Mon Apr 09 07:07:00 +0000 2018,-0.2617,0.0,0.097,0.903,90
90,Fox News,The Latest: Syrian monitors say 14 killed in air base strike https://t.co/VwGz1EbzDx,Mon Apr 09 07:06:41 +0000 2018,-0.7184,0.0,0.375,0.625,91
91,Fox News,"U.S. demanding Russia end Syrian support after poison gas attack kills dozens, activists and medics say… https://t.co/cNAcRL4uo4",Mon Apr 09 07:02:00 +0000 2018,-0.8519,0.101,0.449,0.449,92
92,Fox News,".@SarahPalinUSA on her vice presidential run: ""I would do it again in a heartbeat."" https://t.co/9dhXbbodpd",Mon Apr 09 06:57:00 +0000 2018,0.0,0.0,0.0,1.0,93
93,Fox News,"""We're not used to...leaders that stand up and be tough.""

On @foxandfriends, @Nigel_Farage compared President… https://t.co/7Ayny95bHm",Mon Apr 09 06:53:00 +0000 2018,0.0,0.0,0.0,1.0,94
94,Fox News,".@larry_kudlow on tariffs: ""China's response was highly unsatisfactory and I think that's unfortunate. We do have c… https://t.co/HqPG4Hb77g",Mon Apr 09 06:49:00 +0000 2018,-0.4588,0.0,0.158,0.842,95
95,Fox News,"Earlier, @MayorofLondon Sadiq Khan vowed to get tough on knife violence as the number of stabbing murders rapidly r… https://t.co/3SizlzosOO",Mon Apr 09 06:45:00 +0000 2018,-0.8519,0.048,0.357,0.595,96
96,Fox News,.@AlanDersh: President @realDonaldTrump Won't Repeat Fmr. President @BarackObama's 'Tragic Mistake' With Syria 'Red… https://t.co/UH37YfRTZ8,Mon Apr 09 06:42:00 +0000 2018,-0.6597,0.0,0.31,0.69,97
97,Fox News,Former South Korean President Lee Myung-bak charged with corruption https://t.co/JEX6EjfgbQ,Mon Apr 09 06:40:17 +0000 2018,-0.2023,0.0,0.167,0.833,98
98,Fox News,".@SarahPalinUSA: ""We have every...God-given right that's codified in our Bill of Rights to protect ourselves."" https://t.co/XQEbG1H3CZ",Mon Apr 09 06:37:00 +0000 2018,0.3818,0.148,0.0,0.852,99
99,Fox News,".@FrankLuntz: ""I think the Republicans are in deep trouble in the House and the Senate as well. If the election wer… https://t.co/tcTnklGZyO",Mon Apr 09 06:32:00 +0000 2018,-0.1531,0.085,0.109,0.806,100
