,Name,Tweets,Dates,Compound Score,Positive Score,Negative Score,Neutral Score,Tweet Count
77,The New York Times,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/zas6Z1fKBR",Mon Apr 09 03:02:57 +0000 2018,0.6124,0.208,0.0,0.792,78
78,The New York Times,The tiny elevator in a Brooklyn housing project will forever be tainted by the murder of a 6-year-old inside nearly… https://t.co/EyJA7ZTETJ,Mon Apr 09 02:45:12 +0000 2018,-0.6908,0.0,0.207,0.793,79
79,The New York Times,"South Carolina's former first lady, Jenny Sanford, wasn’t looking to remarry after her high-profile divorce, until… https://t.co/VoB54wj2x8",Mon Apr 09 02:26:53 +0000 2018,0.0,0.0,0.0,1.0,80
80,The New York Times,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/m9V38iZ3hx",Mon Apr 09 02:07:29 +0000 2018,0.2776,0.113,0.064,0.823,81
81,The New York Times,Review: ‘Mean Girls’ Sets the Perils of Being Popular to Song https://t.co/ocyCL7g1JL,Mon Apr 09 01:51:57 +0000 2018,0.4215,0.203,0.0,0.797,82
82,The New York Times,"Michigan will stop providing free bottled water to the city of Flint. City officials criticized the move, noting th… https://t.co/EdAuT0cJyH",Mon Apr 09 01:39:49 +0000 2018,-0.1027,0.132,0.188,0.68,83
83,The New York Times,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/vBtDudBwF9,Mon Apr 09 01:20:33 +0000 2018,0.0258,0.061,0.0,0.939,84
84,The New York Times,North Korea Said to Offer Direct Assurance It Will Discuss Denuclearization https://t.co/OB39Xfk3wD,Mon Apr 09 01:03:51 +0000 2018,0.34,0.179,0.0,0.821,85
85,The New York Times,The snow monkeys of Japan like a nice warm bath. Scientists wanted to find out the real reason they sought out the… https://t.co/Wg61NYzLII,Mon Apr 09 00:57:20 +0000 2018,0.7351,0.275,0.0,0.725,86
86,The New York Times,A Town That Lives for Hockey Is Devastated by Humboldt Broncos’ Deaths https://t.co/fkUbNvxLpe,Mon Apr 09 00:43:09 +0000 2018,-0.6124,0.0,0.267,0.733,87
87,The New York Times,"Facebook's advice to Mark Zuckerberg as he prepares to appear before Congress: Be humble, agreeable and as forthrig… https://t.co/vqSgPJGcqe",Mon Apr 09 00:40:49 +0000 2018,0.4215,0.135,0.0,0.865,88
88,The New York Times,Paleontologists have discovered dozens of jumbo-size footprints belonging to dinosaurs that lived 170 million years… https://t.co/AciKlSwvNA,Mon Apr 09 00:22:55 +0000 2018,0.0,0.0,0.0,1.0,89
89,The New York Times,"Facebook's advice to Mark Zuckerberg as he prepares to appear before Congress: Be humble, agreeable and as forthrig… https://t.co/dbYIfSGCCM",Mon Apr 09 00:04:17 +0000 2018,0.4215,0.135,0.0,0.865,90
90,The New York Times,"He killed a Red Cross worker, and the motive is still a mystery: ""I will go to hell for what I did"" https://t.co/6pCS8rSFVJ",Sun Apr 08 23:47:19 +0000 2018,-0.8779,0.0,0.336,0.664,91
91,The New York Times,A Tough Task for Facebook: European-Type Privacy for All https://t.co/fWLrndUdXa,Sun Apr 08 23:31:12 +0000 2018,-0.128,0.0,0.158,0.842,92
92,The New York Times,"Profile: Circe, a Vilified Witch From Classical Mythology, Gets Her Own Epic https://t.co/6aZoqsc21e",Sun Apr 08 23:14:04 +0000 2018,-0.3612,0.0,0.185,0.815,93
93,The New York Times,"Orban Wins Sweeping Majority, and Control of Hungary’s Constitution https://t.co/c9kT44hYLI",Sun Apr 08 23:02:44 +0000 2018,0.5719,0.291,0.0,0.709,94
94,The New York Times,Patrick Reed Wins the Masters in a Breakthrough Performance https://t.co/Ftp0PBbgRt,Sun Apr 08 22:59:45 +0000 2018,0.5719,0.316,0.0,0.684,95
95,The New York Times,"""My parents don’t want to just throw money around now. I’m getting a great education at a fraction of the cost."" https://t.co/D0m6zXCvok",Sun Apr 08 22:42:34 +0000 2018,0.6597,0.231,0.0,0.769,96
96,The New York Times,Com Journal: East Timor Has Some of the World’s Richest Reefs. Can It Profit Safely? https://t.co/PcTmSWxSWh,Sun Apr 08 22:25:23 +0000 2018,0.8591,0.422,0.0,0.578,97
97,The New York Times,A dressing (or dip) that’s easy to love https://t.co/Tgd2Tm6dxc,Sun Apr 08 22:23:21 +0000 2018,0.7964,0.542,0.0,0.458,98
98,The New York Times,Oh for the Days of the Making-Of Featurette — Seriously https://t.co/5arbjPZTdI,Sun Apr 08 22:05:41 +0000 2018,-0.1779,0.0,0.159,0.841,99
99,The New York Times,Deutsche Bank Replaces C.E.O. Amid Losses and Lack of Direction https://t.co/JlnPWBzntE,Sun Apr 08 21:59:47 +0000 2018,-0.6124,0.0,0.357,0.643,100
