,Name,Tweets,Dates,Compound Score,Positive Score,Negative Score,Neutral Score,Tweet Count
54,BBC,RT @BBCOne: .@johnkrasinski's got MOVES. #TheGrahamNortonShow #TGNS https://t.co/2HUMM0ixEW,Sun Apr 08 08:17:18 +0000 2018,0.0,0.0,0.0,1.0,55
55,BBC,"Football, volleyball AND martial arts? ️⚽️🥋🤔

Sepak Takraw is the best sport you've never heard of... 

https://t.co/ngTwJHEmrI",Sun Apr 08 08:08:07 +0000 2018,0.6369,0.208,0.0,0.792,56
56,BBC,🐳 Meet the gargantuan air freighter that looks like a whale. https://t.co/7DPUt8okKU,Sun Apr 08 07:02:06 +0000 2018,0.3612,0.217,0.0,0.783,57
57,BBC,❤️🎶 @NiallOfficial's Live Lounge cover of @JuliaMichaels' Issues is just perfect.  https://t.co/XpsnR29hPU,Sat Apr 07 18:00:22 +0000 2018,0.5719,0.252,0.0,0.748,58
58,BBC,"RT @CBeebiesHQ: Goodnight @ChrisEvans,🌙 

Chris reads Goodnight Goodnight Construction site tonight. 🏗️ 

#BedtimeStory is at 6:50pm 😴💤 htt…",Sat Apr 07 17:19:26 +0000 2018,0.0,0.0,0.0,1.0,59
59,BBC,🦁😢 Lions are often poisoned to prevent them attacking livestock. https://t.co/254nhtlMW5,Sat Apr 07 17:04:03 +0000 2018,-0.7269,0.072,0.405,0.523,60
60,BBC,"😲 Some VERY impressive maths here. 
#UniversityChallenge https://t.co/crvQQ5V3Vn",Sat Apr 07 16:00:23 +0000 2018,0.6515,0.419,0.0,0.581,61
61,BBC,Doctors are finding one way that sugar can benefit your health - it may help heal wounds resistant to antibiotics.… https://t.co/zI9pN0zSVo,Sat Apr 07 15:01:03 +0000 2018,0.6908,0.241,0.0,0.759,62
62,BBC,"RT @BBCRadio2: ""The clunk of putting the cassette in, snapping it shut... oh wait I'm going to rewind to get to the start of the song. It's…",Sat Apr 07 14:33:46 +0000 2018,0.0,0.0,0.0,1.0,63
63,BBC,"🌎📸 Our pick of the most striking news photographs taken around the world recently.
👉 https://t.co/zPpuZq9hOC https://t.co/fYUTrG44Ra",Sat Apr 07 14:00:31 +0000 2018,0.0,0.0,0.0,1.0,64
64,BBC,How did this new mum survive in the chaos that followed Hurricane Maria? https://t.co/Nx7uFz1k56,Sat Apr 07 13:00:20 +0000 2018,-0.5719,0.0,0.222,0.778,65
65,BBC,"For Dr Joel Salinas, music creates colours, numbers have personalities and another person's pain feels almost like… https://t.co/lrGhiKBaGZ",Sat Apr 07 12:07:08 +0000 2018,-0.296,0.098,0.154,0.748,66
66,BBC,"RT @bbcthree: 94-year-old Judo Jack says: ""Get off your butt and do something."" https://t.co/M9CzCtwSqe",Sat Apr 07 11:19:19 +0000 2018,0.0,0.0,0.0,1.0,67
67,BBC,RT @BBCR1: It's been one whole year of Sign Of The Times and we need to know whether @Harry_Styles finally let Chris Martin be head of his…,Sat Apr 07 11:00:57 +0000 2018,0.0,0.0,0.0,1.0,68
68,BBC,"What an inspiration! 💪 

❤️ Fraser shed the pounds to pursue his wrestling dream, in memory of his mother. https://t.co/LWmuGo6dTN",Sat Apr 07 11:00:18 +0000 2018,0.69,0.251,0.0,0.749,69
69,BBC,"RT @BBCSport: It's a historic victory for Uganda! 🙌 

Earlier today they recorded their first ever victory at the Commonwealth games with a…",Sat Apr 07 10:26:52 +0000 2018,0.0,0.0,0.0,1.0,70
70,BBC,🍓🍒 Did you know that cherries and strawberries represented the souls of men? Or that a dragonfly could be the devil… https://t.co/s9rFhv5wlu,Sat Apr 07 10:05:06 +0000 2018,0.0,0.0,0.0,1.0,71
71,BBC,"Losing your hair whilst going through cancer treatment can be distressing. 

This shop decided to try and do someth… https://t.co/mcOgFrRtdq",Sat Apr 07 09:00:12 +0000 2018,-0.8658,0.0,0.363,0.637,72
72,BBC,🗑🤖 This trash collecting robot can be controlled by anyone via the internet. https://t.co/N2gbeP2nIo,Sat Apr 07 08:00:16 +0000 2018,0.0,0.0,0.0,1.0,73
73,BBC,"RT @bbcgetinspired: 'Women don't just stay at home and look after the kids, we don't just do dance or gymnastics, we play tennis, football…",Sat Apr 07 07:54:05 +0000 2018,0.34,0.094,0.0,0.906,74
74,BBC,😍🐿 These baby red squirrels are too cute to handle. https://t.co/d2r7c8EyUh,Sat Apr 07 07:03:06 +0000 2018,0.4588,0.231,0.0,0.769,75
75,BBC,"RT @bbcmusic: Jade, this was INCREDIBLE 😍
#SoundsLikeFridayNight https://t.co/rSGnYVTFYu",Fri Apr 06 19:48:37 +0000 2018,0.0,0.0,0.0,1.0,76
76,BBC,🤔 Modern life is a mystery. https://t.co/a4817Iugzz,Fri Apr 06 18:07:07 +0000 2018,0.0,0.0,0.0,1.0,77
77,BBC,"Tune in to #SLFN tonight for performances from @snowpatrol, @Meghan_Trainor, @yearsandyears and @halsey. 🎶🎤🎉

Sound… https://t.co/EFjiBk5upm",Fri Apr 06 17:32:05 +0000 2018,0.0,0.0,0.0,1.0,78
78,BBC,RT @bbcpointswest: 🤩 Prince Harry and Meghan Markle arrive in Bath for the Invictus Games trials 🤩 https://t.co/ywlHvaHt2z,Fri Apr 06 16:13:08 +0000 2018,0.0,0.0,0.0,1.0,79
79,BBC,"😂 If you're going to get dumped on TV, it might as well be via @KylieMinogue. 

#TheGNShow | 10.35pm | @BBCOne https://t.co/CgfsjKjeob",Fri Apr 06 16:08:04 +0000 2018,-0.1531,0.096,0.124,0.78,80
80,BBC,"RT @BBCNewsround: Ever wondered why we cry when we chop onions? Now you'll have no excuse to avoid cooking dinner, sorry! 😂https://t.co/SyX…",Fri Apr 06 16:02:36 +0000 2018,-0.7777,0.047,0.332,0.621,81
81,BBC,"RT @BBCOne: MY OLD FRIEND.

#OrdealByInnocence #Sunshine https://t.co/vQBvcgLrCe",Fri Apr 06 15:23:45 +0000 2018,0.6037,0.36,0.0,0.64,82
82,BBC,"🎻 Two years ago @ShekuKM won @BBCYoungMus. 
Now he wants to inspire other young people to pick up an instrument too… https://t.co/fG0F3x2eDN",Fri Apr 06 15:22:01 +0000 2018,0.8126,0.28,0.0,0.72,83
83,BBC,"RT @bbcgetinspired: She's only 11 years old, but @sport_wales' Anna Hursey is smashing it at #GC2018! 🙌 

➡ https://t.co/9sFYGzsgnQ #GetIns…",Fri Apr 06 15:20:18 +0000 2018,0.0,0.0,0.0,1.0,84
84,BBC,RT @bbcmusic: Counting down the seconds TBH 💅@LittleMix https://t.co/6UTrz9gqQr,Fri Apr 06 15:02:33 +0000 2018,0.0,0.0,0.0,1.0,85
85,BBC,🍞🍻 Hate food waste but love beer? https://t.co/IL9jmlaMjs,Fri Apr 06 15:02:05 +0000 2018,0.5499,0.385,0.282,0.332,86
86,BBC,"RT @BBCRadio3: ""Stop being so selfish – this isn’t about you."" Harsh words - or tough love?
Zeynep, Jess and Sam discuss one teacher’s cont…",Fri Apr 06 14:30:39 +0000 2018,-0.5849,0.13,0.31,0.559,87
87,BBC,"🐘 🦏🦒🔭
Saving animals using space technology. https://t.co/gAwJcD2I2A",Fri Apr 06 14:07:06 +0000 2018,0.0,0.0,0.0,1.0,88
88,BBC,"🍿🎟 From a near-silent horror film to an Australian Western, here are 8 movies worth watching in April. 
👉… https://t.co/b15kbsQ7MD",Fri Apr 06 13:02:05 +0000 2018,-0.4215,0.088,0.171,0.741,89
89,BBC,RT @BBCOne: For all the drama queens. 👑 https://t.co/RfdMDieaCZ,Fri Apr 06 12:18:09 +0000 2018,0.0,0.0,0.0,1.0,90
90,BBC,💃🕺 Meet the dancers from Lagos who've been tipped for the top by @Rihanna and @NaomiCampbell. https://t.co/3ySZPqcyBr,Fri Apr 06 12:03:05 +0000 2018,0.2023,0.101,0.0,0.899,91
91,BBC,"RT @BBCSport: Gareth Evans absolutely loved it! 💪 

This is how it felt to win Wales' first gold! 🥇🏴󠁧󠁢󠁷󠁬󠁳󠁿

#GC2018 #bbcgoldcoast https://t…",Fri Apr 06 11:32:15 +0000 2018,0.8617,0.311,0.0,0.689,92
92,BBC,"🦁🦏🐆 
Royal pets are now more synonymous with corgis than wild animals, but historically monarchs would own an array… https://t.co/5VVyiWHPv1",Fri Apr 06 11:00:06 +0000 2018,0.0,0.0,0.0,1.0,93
93,BBC,"😻 Say hello to Willow the cheetah! 
#BigCatsAboutTheHouse https://t.co/e9xNVjR0gi",Fri Apr 06 10:10:03 +0000 2018,0.0,0.0,0.0,1.0,94
94,BBC,RT @BBCSport: It all happened in the weightlifting... #GC2018 https://t.co/s8qnPsuyaz,Fri Apr 06 08:58:33 +0000 2018,0.0,0.0,0.0,1.0,95
95,BBC,RT @BBCBreakfast: All you need to know about the 'sugar tax' and how your favourite soft drink may change. https://t.co/mjFwTN1UHs,Fri Apr 06 08:30:51 +0000 2018,0.0,0.0,0.0,1.0,96
96,BBC,RT @bbcpress: 📸 #FirstLook at Eleanor Tomlinson and Rafe Spall in @BBCOne adaptation of H.G. Wells' #WarOfTheWorlds as filming begins: http…,Fri Apr 06 08:08:50 +0000 2018,0.25,0.095,0.0,0.905,97
97,BBC,"😲🎨🇿🇦 Hotel or modern art museum?
#AmazingHotels https://t.co/Xbmjzviivh",Fri Apr 06 08:00:17 +0000 2018,0.0,0.0,0.0,1.0,98
98,BBC,"It might not always feel like it, but psychologist @sapinker is convinced that the world is on the up. https://t.co/a8PrDXjDcL",Fri Apr 06 07:00:09 +0000 2018,0.4579,0.154,0.067,0.779,99
99,BBC,"'There’s the England before Stephen, and there’s the England after Stephen.' 

Stephen: The Murder That Changed a N… https://t.co/BLynBXYH7I",Thu Apr 05 20:02:00 +0000 2018,-0.6908,0.0,0.217,0.783,100
